// NPC名稱(複製到 GameResource.txt)

[name]
item = 50000,現在天下大亂，當兵打仗是最有發展的啦！
item = 53545,簡某志在沙場衝鋒，屯駐於此，有如籠中之鳥，能以一展拳腳。
item = 53546,簡某略整行裝，便要趕赴前線，接任新職。
item = 53547,嗯！你是不是忘了什麼？
item = 53548,簡某苦候多時，終於等到上前線的機會。感謝小兄弟飛馬送來此令，請回報@B汝南東境@A的@B闞正@A大人，簡義即日赴任，不敢有違。
item = 53549,簡某苦候多時，終於等到上前線的機會。感謝姑娘飛馬送來此令，請回報@B汝南東境@A的@B闞正@A大人，簡義即日赴任，不敢有違。
item = 53550,待簡某交接此地軍務後，立即走馬上任。請小兄弟速回@B汝南西境@A，告知@B闞正@A大人此事。
item = 53551,待簡某交接此地軍務後，立即走馬上任。請姑娘速回@B汝南東境@A，告知@B闞正@A大人此事。
item = 53552,我和胡德認識已經幾十年，一轉眼我倆都已經是這個歲數了，真是光陰催人老呀！
item = 53553,你尚缺鍛鏈，現在托你辦事，只會成事不足、敗事有餘而已。##(@C承接任務等級限制33@A)
item = 53554,去！找你幫忙是看得起你，真不識抬舉。
item = 53555,小夥子可知@B江夏@A怎走？
item = 53556,知道
item = 53557,不知道
item = 53558,小姑娘可知@B江夏@A怎走？
item = 53559,知道
item = 53560,不知道
item = 53561,來來來！老夫有件事要小夥子你去辦。@B江夏@A的都尉@B胡德@A是老夫的多年好友，聽說他兒子就要娶媳婦啦！這裡有隻@B龍鳳花瓶@A，你給老夫送過去當賀禮，成不成？#辦好了，我送把好用的大曲弓給你。
item = 53562,願意
item = 53563,拒絕
item = 53564,來來來！老夫有件事要小姑娘妳去辦。@B江夏@A的都尉@B胡德@A是老夫的多年好友，聽說他兒子就要娶媳婦啦！這裡有隻@B龍鳳花瓶@A，妳給老夫送過去當賀禮，成不成？#辦好了，我送把好用的大曲弓給妳。
item = 53565,願意
item = 53566,拒絕
item = 53567,這趟路不算近，你還是早點上路得好，這@B龍鳳花瓶@A是祝賀@B江夏@A都尉@B胡德@A他兒子娶媳婦的禮物，你可別送錯了。
item = 53568,你帶了這一大堆行李，怎麼帶我的龍鳳花瓶呢？
item = 53569,小夥子，這個@B龍鳳花瓶@A就交代給你，快送到@B江夏@A給都尉@B胡德@A吧！就說喜宴那天，我一定去喝喜酒，到時候不醉不歸啊！
item = 53570,小姑娘，這個@B龍鳳花瓶@A就交代給妳，快送到@B江夏@A給都尉@B胡德@A吧！就說喜宴那天，我一定去喝喜酒，到時候不醉不歸啊！
item = 53571,老夫有東西送你，整理一下行李吧！
item = 53572,嗯！辦事妥當，小夥子你不錯！手上也沒什麼可以送給你，這裡有張老夫年輕時候用的大曲弓，你就拿去湊合著用吧！
item = 53573,嗯！辦事妥當，小姑娘妳不錯！手上也沒什麼可以送給妳，這裡有張老夫年輕時候用的大曲弓，妳就拿去湊合著用吧！
item = 53574,老夫一直擔心奎兒老實木訥，怕他娶不到老婆，沒想到他竟悄悄地帶了個好姑娘回來拜見爹娘，看來明年的這時候，我就能夠抱孫子了。
item = 53575,雷禾這老小子是個性情中人，要是有什麼不禮貌的地方，你可別放在心上。
item = 53576,嗯！你是不是忘了什麼？
item = 53577, @B雷禾@A總算沒忘記我這個老兄弟。這龍鳳花瓶應該是他硬要小兄弟送來的吧？你快回@B江州@A跟他說，喜宴那天，我準備了十幾壇好酒等著他來呢！
item = 53578, @B雷禾@A總算沒忘記我這個老兄弟。這龍鳳花瓶應該是他硬要小姑娘送來的吧？妳快回@B江州@A跟他說，喜宴那天，我準備了十幾壇好酒等著他來呢！
item = 53579,小兄弟，你快回@B江州@A跟@B雷禾@A那個老小子說，我家奎兒娶媳婦那天，叫他一定要來痛飲幾杯。
item = 53580,小姑娘，妳快回@B江州@A跟@B雷禾@A那個老小子說，我家奎兒娶媳婦那天，叫他一定要來痛飲幾杯。
item = 53581,亂世之中，還是多攢點錢最實際了，您說是不是啊？
item = 53582,你看起來怯生生的，恐怕辦不成我這差事。##(@C承接任務等級限制 33@A)
item = 53583,不礙事！不礙事！您不方便就罷了。
item = 53584,敢問大爺，您此行會不會經過@B襄陽@A這地方呢？
item = 53585,會
item = 53586,不會
item = 53587,敢問小姐，您此行會不會經過@B襄陽@A這地方呢？
item = 53588,會
item = 53589,不會
item = 53590,真巧！小的有件@B漆器樣品@A要送到@B襄陽@A給商人@B令狐宏@A，能不能拜託大爺順路幫小的帶過去呀？#事情辦好，小的可以送件精美的花形髮飾給大爺。
item = 53591,願意
item = 53592,拒絕
item = 53593,真巧！小的有件@B漆器樣品@A要送到@B襄陽@A給商人@B令狐宏@A，能不能拜託小姐順路幫小的帶過去呀？#事情辦好，小的可以送件精美的花形髮飾給小姐。
item = 53594,願意
item = 53595,拒絕
item = 53596,小的這件@B漆器樣品@A趕著給@B襄陽@A的商人@B令狐宏@A，請您快些上路，拜託了。
item = 53597,您帶了太多行李，怕是帶不上這漆器樣品。
item = 53598, @B漆器樣品@A在此，偏勞您順路送到@B襄陽@A交給一個叫@B令狐宏@A的商人，謝謝大爺！謝謝大爺！！
item = 53599, @B漆器樣品@A在此，偏勞您順路送到@B襄陽@A交給一個叫@B令狐宏@A的商人，謝謝小姐！謝謝小姐！！
item = 53600,小的有點東西送您，麻煩整理一下行李吧！
item = 53601,多謝大爺幫小的作成這筆生意。這裡有件花形髮飾，是小的這次進的精品，請大爺收下，當作酬勞吧！
item = 53602,多謝小姐幫小的作成這筆生意。這裡有件花形髮飾，是小的這次進的精品，請小姐收下，當作酬勞吧！
item = 53603,蔡任的漆器樣品怎麼還沒送來？沒看到樣品，我可不放心訂貨。
item = 53604,世風日下啊！聽說有不肖的同行，把尋常店頭貨當稀奇的寶貝賣，存心訛詐不識貨的人，您買東西的時候可得當心了。
item = 53605,嗯！你是不是忘了什麼？
item = 53606, @B蔡任@A這漆器樣品可送到了。嗯！嗯！質地光滑，更兼色澤鮮亮，果然是好貨色，請小兄弟回 @B柴桑@A跟他說，這貨我訂五百個，要他快點送來。
item = 53607, @B蔡任@A這漆器樣品可送到了。嗯！嗯！質地光滑，更兼色澤鮮亮，果然是好貨色，請姑娘回 @B柴桑@A跟他說，這貨我訂五百個，要他快點送來。
item = 53608,小兄弟，你快回@B柴桑@A跟@B蔡任@A說，我訂五百個這種漆器，叫他快點張羅。
item = 53609,小姑娘，妳快回@B柴桑@A跟@B蔡任@A說，我訂五百個這種漆器，叫他快點張羅。
item = 53610,現在這世道，合同只是個形式而已，如果人家存心賴賬，你就是訂十份合同也沒用。
item = 53611,您恐怕辦不成這事，別勉強得好。##(@C承接任務等級限制 33@A)
item = 53612,沒關係！這事我找別人幫忙好了。
item = 53613,在下冒昧，請問大爺您此去是不是會經過@B汝南@A呢？
item = 53614,會
item = 53615,不會
item = 53616,在下冒昧，請問姑娘您此去是不是會經過@B汝南@A呢？
item = 53617,會
item = 53618,不會
item = 53619,這樣還真剛好！在下最近談成了一筆生意，要送份合同到@B汝南@A去，大爺能不能順路幫忙呢？#事情辦完，在下送件體面的武士服給大爺。
item = 53620,願意
item = 53621,拒絕
item = 53622,這樣還真剛好！在下最近談成了一筆生意，要送份合同到@B汝南@A去，姑娘能不能順路幫忙呢？#事情辦完，在下送件體面的武士服給小姐。
item = 53623,願意
item = 53624,拒絕
item = 53625,這份@B買賣合同@A請送交@B汝南@A的商人@B蘇釗@A，在下作不作得成這筆生意就全靠您了。
item = 53626,您行李過多，恐怕帶不上我的賣賣合同。
item = 53627,這份@B買賣合同@A就委託給大爺，勞您大駕順路送到@B汝南@A，交給一個叫@B蘇釗@A的商人就行了，感謝大爺幫忙！
item = 53628,這份@B買賣合同@A就委託給姑娘，勞您大駕順路送到@B汝南@A，交給一個叫@B蘇釗@A的商人就行了，感謝姑娘幫忙！
item = 53629,在下有東西送您，請整理一下行囊吧！
item = 53630,幫在下辦這件事一定耽誤了大爺不少時間吧？真的是非常謝謝您！這件武士服，是在下答應的酬勞，請大爺收下！
item = 53631,幫在下辦這件事一定耽誤了姑娘不少時間吧？真的是非常謝謝您！這件武士服，是在下答應的酬勞，請姑娘收下！
item = 53632,孟光為何還沒送合同來？莫非存心訛詐我？
item = 53633,聽說有些居心不良的同行，給你看的是好貨，真正交易的時候，就換成長相差不多的爛東西，真是有夠沒良心的。
item = 53634,嗯！你是不是忘了什麼？
item = 53635, @B孟光@A果然守信。請小哥回 @B長安@A跟他說，合同我參詳後，會打上手印，差人送回去給他。
item = 53636, @B孟光@A果然守信。請姑娘回 @B長安@A跟他說，合同我參詳後，會打上手印，差人送回去給他。
item = 53637,請小哥回@B長安@A跟@B孟光@A說，這合同我再仔細看看，沒什麼問題，我會打上手印，差人送回去給他。
item = 53638,請姑娘回@B長安@A跟@B孟光@A說，這合同我再仔細看看，沒什麼問題，我會打上手印，差人送回去給他。
item = 53639,《60級 老殺手的暗器》老殺手
item = 53640,我老胡塗了，你看起來像是已經學會迴避加成的人，我不記得我有將這樣的技巧交給不是殺手的人啊！##真是奇怪了……
item = 53641,哎啊！#這個拿著殺手秘帖的是誰啊？看來可以作為我迴避之術的傳人呢。
item = 53642,萬中選一的殺手
item = 53643,剛才殺了殺手的高手
item = 53644,高手，天底下自稱高手的人……##唉，你走吧，咱們沒什麼好聊的。
item = 53645,你說你是個殺手，可願證明給我這個老頭看看，當今的殺手是何等能耐？只要你幫我完成幾件事，我便傳授你@B特殊技：迴避加成@A。
item = 53646,願應前輩所求
item = 53647,高手何需證明
item = 53648,這樣甚好，你先將殺手秘帖交給我吧。
item = 53649,這樣吧，你先帶來10個骷髏頭，證明你有殺人的能耐。
item = 53650,你不給我秘帖，就離開吧。
item = 53651,你現在還不成氣候，老頭子看你是個人材，等你再成熟點再來陪老頭子聊天。##(@C事件觸發等級限制 LV 60@A)
item = 53652,你是個有能力的人呢，如果是個殺手的話，就更合老頭我的味口了。##(@B觸發事件必要物品 殺手秘帖@A)
item = 53653,好個萬中選一的人材，老頭我果然沒有看走眼。你接下來就幫著我，作些新暗器。對了，你就先收集@B20個鐵@A來造鐵蒺藜吧！
item = 53654,要向我證明你有萬人之中取人首級的能力，就先取@B10個骷髏頭@A來。
item = 53655,嗯，這些材料得來不易，真是辛苦你了。
item = 53656,但是，這鐵蒺藜必竟是過了氣的東西，就跟我這老頭子一般。不如，你去幫我收集@B30個柳葉鏢@A，讓老頭子參考參考。
item = 53657,要製作鐵蒺藜，需要不少的鐵。你既然決定要幫我了，就先幫老頭子收集@B20個鐵@A吧！
item = 53658,哈哈，這就是現下風行的柳葉鏢啊，看來實在不怎麼樣。不過用起來準頭道是遠遠勝過老頭子用的東西啊。
item = 53659,這樣吧，你去收集@B40個鋼@A，老頭子來試試這柳葉鏢的作法。
item = 53660,你，去收集@B30個柳葉鏢@A，讓老頭子參考參考。
item = 53661,好極了。有這些材料便可以製作新的暗器了。
item = 53662,到這這把年紀還在舞刀弄劍，你一定覺得老頭子可笑吧。其實，這都是為了向一個大仇人報復，他當年使用的秘器：飛刀鐵匣實可說是一大難題。你就為我去江州城一趟，尋訪製作此物之人。
item = 53663,你去收集@B40個鋼@A，讓老頭子來試試這柳葉鏢的作法。
item = 53664,當年老夫便是敗在祝某某的飛刀鐵匣之下，若能好好的加以研究，定能想出破解的方法。
item = 53665,據聞，如今只有江州城中的女殺手玲玲懂得此一秘器，你就幫我前去求取此物吧！
item = 53666,現下只剩江州城中的玲玲懂得飛刀鐵匣的秘密了。
item = 53667,飛刀鐵匣！#這便是日夜惱我的飛刀鐵匣啊！
item = 53668,這飛刀鐵匣的破法，看來不是一時三刻可以解得出來的。讓我好好想想，該如何是好。
item = 53669,飛刀鐵匣！#日夜惱我的飛刀鐵匣啊！
item = 53670,好。老頭我交待你的事情，你每一樣都辦成了。我這兒就教你@B特殊技：迴避加成@A。##(@C學習費用：25000技能點@A)
item = 53671,飛刀鐵匣一事，暫且先放在一邊。老頭子現在需要用到關東粗麻，兩百五十個，不多不少。只要再幫老頭我，作完這兒事，我便將提高迴避的特技教給你。
item = 53672,特殊技：迴避加成，一但修練到頂級，可以提高相當多的迴避率。你就好好修習吧！
item = 53673,學習技能，需要花費一定量的技能點，這件事情你一定要知道。學習@B特殊技：迴避加成需要學習費用：25000技能點@A。
item = 53674,飛刀鐵匣內藏大量飛刀，一次激射而出，可以殺得對手防不甚防。
item = 53675,飛刀鐵匣可以說是殺手級的兵器，正派的人仕是不會用的。
item = 53676,江湖上傳聞，消聲多年的公道伯?祝公道，又挾飛刀鐵匣復出了。是真有其事，抑或是他有了後人，就不得而知道了。
item = 53677,想要知道飛刀鐵匣的秘密？##我怎麼可能教會你啊？
item = 53678,你是徐州的老殺手派來的？哪你一定是來探求飛刀鐵匣的！其實，這一點也不難，只要你收集@B五百隻匕首@A我便造一支給你帶回去。
item = 53679,是
item = 53680,再說詳細些
item = 53681,我知道徐州的老鬼想要找哪個用飛刀鐵匣的老混球報仇，你是他派來向我詢求飛刀鐵匣之秘的，沒錯吧。
item = 53682,製作飛刀鐵匣需要五百集匕首，你趕緊去收集來給我吧。
item = 53683,飛刀鐵匣已經給你了，你拿去給徐州哪個老鬼吧。這次他欠我的人情可大著呢。
item = 53684,製作飛刀鐵匣需要五百集匕首，你趕緊去收集來給我吧。
item = 53685,石亭近日來平靜許多，你可以往@B柴桑@A或@B長安@A看看，幫助當地的安定。##(@C觸發事件條件：LV 50以下@A)
